path,label,keep,group_id,sha256,phash,width,height,mode,format,bytes,fold
Potato___Early_blight/7dc2fac8-c581-4b69-9f54-dbe7d838956c___RS_Early.B 6677.JPG,Potato___Early_blight,True,476,2574d7a0498e7b2c0953104fb146d9ada4fa88e6cf4eae80f4d9a92a621ace46,dab425c235cf968c,256,256,RGB,JPEG,18990,3
Potato___Early_blight/7ea05f87-83d3-405e-84ee-f637426f4bab___RS_Early.B 6715.JPG,Potato___Early_blight,True,477,d5ad0170bfd1342b0702b404def6d95d94acfcd5ec51b0e3b9112ad8b7fccd6f,c2173d7a9039dae1,256,256,RGB,JPEG,20815,4
Potato___Early_blight/7f0c3ad4-67f7-4a6e-81da-5cdbe1c5ff8b___RS_Early.B 8453.JPG,Potato___Early_blight,True,478,371f1a0137927debec305dfa76e376cb75314e4e92fc13c58d1535c0e02e8343,aac6b58cd2789a99,256,256,RGB,JPEG,18143,2
Potato___Early_blight/7fb3dc5c-f90b-46fe-8eb6-2d21038976ff___RS_Early.B 7256.JPG,Potato___Early_blight,True,479,cb69ec3b88b9c1105761baa41db3991f77264866988c9d2a190d569e46ac190a,af955c36c178c760,256,256,RGB,JPEG,18699,0
Potato___Early_blight/8002c1e4-0066-4764-9ed5-52d8334cd5c6___RS_Early.B 7855.JPG,Potato___Early_blight,True,480,12b638ae19a29d9fb724145c13c6248f533f3bd543d55c4e523c2906c7c104fc,a2e8bf29d4a582b6,256,256,RGB,JPEG,22413,1
Potato___Early_blight/8081f3a1-d992-43bf-afa4-402ed06a83b1___RS_Early.B 6860.JPG,Potato___Early_blight,True,481,5c670e9ab0a527e2fa665d91ad40fda665fb3d3be91c4e169d79b36618639d30,8a4af5a09227cf3e,256,256,RGB,JPEG,22718,3
Potato___Early_blight/811eba3a-112e-43dd-8b22-57f3cde4c504___RS_Early.B 7983.JPG,Potato___Early_blight,True,482,b9e5995641b0ed54b043328e918fba8c6821fc363fdbb27c486ad8be9f2db18c,f70faa3d84349662,256,256,RGB,JPEG,20579,4
Potato___Early_blight/81bc4d94-be1f-4127-8203-da3ae29aa3d5___RS_Early.B 7305.JPG,Potato___Early_blight,True,483,314aac607d408aa7eefc455f4a70967dbfade287ab88baffc8fef1947ba4543c,fcaaa095865aca5b,256,256,RGB,JPEG,20183,0
Potato___Early_blight/82048f32-5a2c-491c-8771-109a1024fd5a___RS_Early.B 8199.JPG,Potato___Early_blight,True,484,c088c093b5937611f48066fa1b2308c92a7bd537af8afdd13600e1ccf1dcce3a,f70eaa35c95496a2,256,256,RGB,JPEG,21378,1
Potato___Early_blight/82611670-959a-401b-8ed0-4b4fdad5679e___RS_Early.B 8003.JPG,Potato___Early_blight,True,485,1cb1b13a76b869fdc902bda99c00b6cf5ad784593ed80dd3114c86580ce8006f,bfb9f19ce29281c0,256,256,RGB,JPEG,22194,2
Potato___Early_blight/82654962-5b0d-44ed-9ca4-84be55ba23a6___RS_Early.B 6877.JPG,Potato___Early_blight,True,486,72dc58ac9f935e1861a692aad209cabc0bc974edab54f19e0f4c5104210de3f3,dfc0aa0fa838b527,256,256,RGB,JPEG,21825,4
Potato___Early_blight/82927769-4d4a-4f19-a806-a02f435ad17d___RS_Early.B 7886.JPG,Potato___Early_blight,True,487,948dcf1a73edd5f32439a8aa2793578356df672a20014aa0c8703e00305d362f,aae3fd8fc015c20e,256,256,RGB,JPEG,22502,3
Potato___Early_blight/82a783e4-ba41-42af-96a8-ebc67abe905d___RS_Early.B 7439.JPG,Potato___Early_blight,True,488,eb7ba9e47b86c9570b144bf51509773f4a6876a4470eef9aa95e14955fca9894,fbc4a94a94a9523d,256,256,RGB,JPEG,18532,2
Potato___Early_blight/82cdc0bb-ac22-429d-ad70-2ec0d771dd39___RS_Early.B 7405.JPG,Potato___Early_blight,True,489,bbe595e69b2defd755b335c6c86997df8c471217d72f7de2a6bcee92e52c2c1f,d755e00f9e04db32,256,256,RGB,JPEG,20686,0
Potato___Early_blight/833c373e-d3fc-4d1e-86e7-8bd11d41a33e___RS_Early.B 7509.JPG,Potato___Early_blight,True,490,b500238e5eff4d88104b4b7fffb540ae343bd722d7537efb1f24de4a5976fb69,efc0ea9b219225cb,256,256,RGB,JPEG,19669,1
Potato___Early_blight/835e6cde-b1e2-48e6-b616-e0a4ca05b127___RS_Early.B 7143.JPG,Potato___Early_blight,True,491,622cea2ad759656b99b326d6345856cdaec8e21d1e6151778437186e6e4b3201,d5a5eaa5815695d2,256,256,RGB,JPEG,19237,3
Potato___Early_blight/838c8a0a-d112-4940-9a5d-221b4e9cc4c8___RS_Early.B 6967.JPG,Potato___Early_blight,True,492,d632554582dec22cdc520c5e6519ef0d47bdb73ab2c8e38090829523859ff1c2,884dbd60d624dbd6,256,256,RGB,JPEG,20900,4
Potato___Early_blight/839a8aeb-9bcc-4fd9-b196-639d6f681426___RS_Early.B 7068.JPG,Potato___Early_blight,True,493,3ee1514315616d2ceb846c2415c41a2ba75499c929b5131cab964a72bc6d6977,f7a2e245854edcc8,256,256,RGB,JPEG,20892,0
Potato___Early_blight/83b7d891-0fe8-47b8-b6e1-693493a2988a___RS_Early.B 8707.JPG,Potato___Early_blight,True,494,fdca452b4465bc93d6ff3da1d5fd87981a0ab2f52901772c7738ff5ebc1f05b6,df2abaa5c456825a,256,256,RGB,JPEG,19212,2
Potato___Early_blight/83e334ee-bd8c-4aa5-bb8e-bc64d99bd5e2___RS_Early.B 7329.JPG,Potato___Early_blight,True,495,b29c85d3427e8d7b928416beba119cba73b13ed29f101ce70b6c41457ae0d357,a685f69bc9709c62,256,256,RGB,JPEG,18951,1
Potato___Early_blight/83f244c6-e33e-4fbb-a9ef-3996cd25a547___RS_Early.B 8700.JPG,Potato___Early_blight,True,496,7861f1307ad94d1fe2e1c27dc9aeef5fec0b05a4042cd4e7cacc0a5dfce75fd9,8a56bde8f0a582a7,256,256,RGB,JPEG,20328,0
Potato___Early_blight/8435fd63-0136-44f9-8dd4-6ca27bcddd97___RS_Early.B 7017.JPG,Potato___Early_blight,True,497,8934856fecedcb9060662e5f1463feee3b99b0cc13e3bb620c4d81ba2692da0d,ac2dfd6092878b9a,256,256,RGB,JPEG,19524,3
Potato___Early_blight/84546db4-ea7c-4357-bf3d-6afcae9a05bf___RS_Early.B 7637.JPG,Potato___Early_blight,True,498,9a47c1e9dbdc619fb27dc7589a6f5f00649407dc48661c32f062f7dc7cbd2783,bae1ac16c13e9b38,256,256,RGB,JPEG,22549,4
Potato___Early_blight/848336c4-eaad-47e7-8458-5e80d5520d05___RS_Early.B 7729.JPG,Potato___Early_blight,True,499,18283ac05feb42c27b487cdaae30882dd3a84c3c0ec24c08d821dbcc4c9d79c4,efc8806bd2b48db8,256,256,RGB,JPEG,19394,1
Potato___Early_blight/8493b49f-1b73-4d5c-b6f9-ae9a41091643___RS_Early.B 6720.JPG,Potato___Early_blight,True,500,45df715c4c68141fcbfa6678fc47397be4b99a164e0ae7e41c85bbbd77d500f9,d28e79c6691aa55a,256,256,RGB,JPEG,19465,2
Potato___Early_blight/849daa7e-b5ea-4445-93f9-b21d43c1bd44___RS_Early.B 7193.JPG,Potato___Early_blight,True,501,2eb89d84221f488b8ae35da0068a21cb0f8f49bef64b7fa9fb43fda2ed32f31c,de56e8c0858d9eac,256,256,RGB,JPEG,20652,4
Potato___Early_blight/84a61cf3-fdc2-42bd-82d8-8dcf20e9d374___RS_Early.B 8130.JPG,Potato___Early_blight,True,502,c56ccfa47685bca6e6b5e670c7fb35882cd3728770527dae2ad8ab0d5680e590,80fffde845059585,256,256,RGB,JPEG,18176,3
Potato___Early_blight/853f6d7a-836c-4829-ba2c-2eeada2089cc___RS_Early.B 7208.JPG,Potato___Early_blight,True,503,342fbd6d94c6709e2dc4e4c65905b7ffbf7139b577e6c3caa0083568a285903c,d5f1aac2bc0bd01b,256,256,RGB,JPEG,20902,0
Potato___Early_blight/85531704-18a5-4f98-8c1d-25709ecf77f8___RS_Early.B 8214.JPG,Potato___Early_blight,True,504,96ead71bb35599924e3aa84a1fdb8bf0139678006dd8ded57708aae6b9b8e889,aa72f461c2264f6e,256,256,RGB,JPEG,19135,2
Potato___Early_blight/85626b40-beca-4bc0-90ed-fc6090c6b18e___RS_Early.B 8598.JPG,Potato___Early_blight,True,505,5d5c9fa13f61f6242e8d9c835a2f5f2ceadca6d766494b36e31270d695c1b388,bb4af061cb47cc4a,256,256,RGB,JPEG,19946,1
Potato___Early_blight/85a38441-6df7-4401-9905-fba74ebfa717___RS_Early.B 8230.JPG,Potato___Early_blight,True,506,d237d468c2d76bd034f8b7799e71453b6eef379bd80189257ff949d6a199f45a,bf99b0dab098c7c0,256,256,RGB,JPEG,19270,3
Potato___Early_blight/85a9856f-d5ae-4740-a038-517489a25ff5___RS_Early.B 8635.JPG,Potato___Early_blight,True,507,d9d1757935efd6d20e7f79005d81f3c0acb455f364595a19fd0dd59559dfc418,efb7b8d90542c08b,256,256,RGB,JPEG,18333,4
Potato___Early_blight/8636092c-9357-4b4c-9d2d-c45c3dcf9253___RS_Early.B 7981.JPG,Potato___Early_blight,True,508,106a822934a124892f389261e94115192d9dde1d83753dc46de09147f9e74ce2,ff40e00fd417d23c,256,256,RGB,JPEG,21565,0
Potato___Early_blight/86562214-f8b9-4105-9513-4847520aff9a___RS_Early.B 7515.JPG,Potato___Early_blight,True,509,b68cf3e25d18b525c0e3b7acf5b1f28992f7d94ea49d50de146d6bd819b7badf,e721781cd0da8fc3,256,256,RGB,JPEG,21498,1
Potato___Early_blight/86a65e8c-c7cf-45f7-8619-422eb6f1a40d___RS_Early.B 7745.JPG,Potato___Early_blight,True,510,41b6b238f57ffb4d15fcde97910d7b7e9a398d5b6b0c351bfbc357c0f8a5c041,aa7aed48d0059bb6,256,256,RGB,JPEG,21301,2
Potato___Early_blight/86e98583-f506-4cb7-ba11-eea466662ec7___RS_Early.B 7335.JPG,Potato___Early_blight,True,511,3ea4684d2b3f40631244c6dc79812e47109c399068b3828ba28afa5427a56500,aaf0a58dd4ca925b,256,256,RGB,JPEG,18409,3
Potato___Early_blight/8784362f-5fc6-4ad9-b11d-d06b272cefb5___RS_Early.B 6907.JPG,Potato___Early_blight,True,512,9ac207f947400eee47b701624a75c09230906fcb4da50066cf29a3d980f9e517,825fbfa2bc25c903,256,256,RGB,JPEG,21458,4
Potato___Early_blight/879d0dfe-d17d-486a-992c-d80089133c50___RS_Early.B 7428.JPG,Potato___Early_blight,True,513,934eda70bfadffb6f40739275d788477368e735c2ddf1cf0ba9263a8021557f2,ae87b09fc3d8e4c0,256,256,RGB,JPEG,17623,2
Potato___Early_blight/87c0254c-c987-4c54-adda-45c5e7346170___RS_Early.B 8848.JPG,Potato___Early_blight,True,514,87a442d7e52fb739bd82d7ad2f2fcdade8bae95af9c99cceb2fcd6ab62d53ff4,fdd0e01ba7609761,256,256,RGB,JPEG,20014,0
Potato___Early_blight/887347a3-ee1c-4141-a423-ffe050dd246e___RS_Early.B 7851.JPG,Potato___Early_blight,True,515,cbb464c4fd068ac6d99fc8c82a23277a33823517d10e8c04a58fb4ca5901cf54,ea5ba5b8d2818397,256,256,RGB,JPEG,20217,1
Potato___Early_blight/88c63d75-4423-4233-9097-728af8a52033___RS_Early.B 6862.JPG,Potato___Early_blight,True,516,151a13550793903e7d9a1ffd5b17af185a2ec07ad36f7475a949f4dccf1fb93f,ef50644ad26f4a3c,256,256,RGB,JPEG,23452,3
Potato___Early_blight/88e29276-8c4f-4d15-b3d4-d1db0a05cac1___RS_Early.B 6973.JPG,Potato___Early_blight,True,517,d28beaff060cc1786e7578049c6f9af9f766126312819fedf6e179f3e132c6f4,bba6613407f9b213,256,256,RGB,JPEG,20811,4
Potato___Early_blight/89273b26-09d5-4bf7-a6a5-22c47a613b93___RS_Early.B 7383.JPG,Potato___Early_blight,True,518,523d595f3139c1a5834ace2d021346f290cb7c40ac0869ae559a57a920b87178,f742ea8a8dad9035,256,256,RGB,JPEG,21733,0
Potato___Early_blight/8994b76b-6e1e-42d3-b07c-99abca3fa35b___RS_Early.B 7762.JPG,Potato___Early_blight,True,519,addd6c072ae4cc93f7b0c17951983b01150c2ec53d73b8c15d176cd537106406,ef70aaa2957f9014,256,256,RGB,JPEG,20509,2
Potato___Early_blight/89b2e456-737b-4020-b788-c3f6a4927e69___RS_Early.B 7371.JPG,Potato___Early_blight,True,520,43099542f97bada4cc60633672a615f32f92061916d679b09bed066923159778,8fe87087c38f853c,256,256,RGB,JPEG,19897,0
Potato___Early_blight/89d4dba2-3d9c-46fe-bac3-6be833b01351___RS_Early.B 6749.JPG,Potato___Early_blight,True,521,dc37d132faf96f38f40b6aeef03ed7fbd950c6076dbd755868c66bb4721dc03d,d754680f712ed839,256,256,RGB,JPEG,22848,1
Potato___Early_blight/8a9f0340-d5d1-479b-9dc5-d8df11685951___RS_Early.B 7024.JPG,Potato___Early_blight,True,522,4830b78e56daa2e07387f91bbaefe95c2361ed81e32ca5e532f0f7a7307d29ea,aa5afda09126cd9a,256,256,RGB,JPEG,20417,3
Potato___Early_blight/8ace7694-6cdd-495e-a987-f9c0ee82bcab___RS_Early.B 9016.JPG,Potato___Early_blight,True,523,e29e36208416938e49f24140a30dd8c14bce686b773f16a03b2fb7ebb0914127,8289301eaf399f37,256,256,RGB,JPEG,20596,4
Potato___Early_blight/8b20db6d-9c57-46d7-b40d-c6a809b49e07___RS_Early.B 9127.JPG,Potato___Early_blight,True,524,24247badce79e766c2475f15d284e35d9a6216e2af3ab51511c09cb9b555ad89,820fbf50f02370f7,256,256,RGB,JPEG,20553,2
Potato___Early_blight/8b5e48c6-7fac-4c87-bae4-6dd4ca5d110d___RS_Early.B 8905.JPG,Potato___Early_blight,True,525,73f215ef51763b6dbb6d954c0c27cdbf5296ca009ac2f59a0d8d1bcb10ab1836,a7e4669625d298da,256,256,RGB,JPEG,21047,0
Potato___Early_blight/8bcbd0ab-e530-4b6c-83a2-e0c649abbdaf___RS_Early.B 6676.JPG,Potato___Early_blight,True,526,d11886f61904441ddf112e7ccdfa91c53838408f57ea7797b88c409335af89e0,f5e0ead2859a34b1,256,256,RGB,JPEG,20774,1
Potato___Early_blight/8be5bc25-febc-4bde-bd2b-01a54d3c6e3c___RS_Early.B 8760.JPG,Potato___Early_blight,True,527,6d62bfc944856c7a1f7a12c483c227987c26fcd97a429f1b6d50466b15bbcc74,ff2fb550cac38940,256,256,RGB,JPEG,17428,0
Potato___Early_blight/8c01f338-2648-4bcf-99cb-853978b39014___RS_Early.B 6742.JPG,Potato___Early_blight,True,528,7acf806e325d763d831eb7daad7957855730db635e73b86c1b6cc2148f0fb6a2,d555c21eb5285a75,256,256,RGB,JPEG,23580,3
Potato___Early_blight/8c1f94fb-d8e0-4607-a967-b71408dfd1ab___RS_Early.B 8723.JPG,Potato___Early_blight,True,529,b052cbc6e41cf87aa1143023975ae0f290f6c5d394b9290c9dada30330315770,ef58f065c866c91a,256,256,RGB,JPEG,15314,4
Potato___Early_blight/8c3d0f9e-3a77-4ec2-a9ad-d996caa2c562___RS_Early.B 6887.JPG,Potato___Early_blight,True,530,14495b9fddf940fc376f30d249074c561db4d2a4b14e765419ff5f1c6ee4f4e5,887d3f94fc0ad01b,256,256,RGB,JPEG,22399,2
Potato___Early_blight/8ce2ee77-109f-4a08-bee9-2877c2201056___RS_Early.B 6834.JPG,Potato___Early_blight,True,531,075f941e91c1666f4d9b0610dbd92ff87ab568aa6b8c28fb5e6bfca7fc8369ca,8b07bf7fd06800b5,256,256,RGB,JPEG,23190,1
Potato___Early_blight/8d015dcf-e4da-41b7-9d81-8d160000accf___RS_Early.B 7264.JPG,Potato___Early_blight,True,532,496b0dfdf02a03f7f62558f0ddd74b18669982101f13fa6139ac8209d08e01ed,eae464bbc6319cc2,256,256,RGB,JPEG,17434,3
Potato___Early_blight/8d8382dc-c4aa-4118-8aae-d0c372dce562___RS_Early.B 7336.JPG,Potato___Early_blight,True,533,25def373bb06a4f62001a6aac73d52b4c7a74f0e988ad32eb32df4fa7b7e62b1,aa87b59ec0ccc56c,256,256,RGB,JPEG,18312,4
Potato___Early_blight/8da2d8a3-159e-48eb-9ae6-fd82bdb22d5d___RS_Early.B 6923.JPG,Potato___Early_blight,True,534,0b6da9e538d82b4a7efdeadfae7a745eb8efd7d61ee5af516ea2cffff923705d,abe027b036d27c8b,256,256,RGB,JPEG,20348,0
Potato___Early_blight/8df7a062-73d6-468e-8354-baa641dd69b3___RS_Early.B 7072.JPG,Potato___Early_blight,True,535,da5c87e8ddf769a82c50c7327f3122572322ef7c203bbda7bc96dba33fbdc755,82353bd2f44e826f,256,256,RGB,JPEG,20459,1
Potato___Early_blight/8e05b766-d0a9-4621-9bb4-d16bef411dda___RS_Early.B 7238.JPG,Potato___Early_blight,True,536,0c71f41c990c2e2a94cd53d509173a997789fe44f237f585a3f9b2587fe91292,fb2f2534921a9b89,256,256,RGB,JPEG,18425,2
Potato___Early_blight/8e384f1d-1a56-4fcc-8e06-a65ee86270a8___RS_Early.B 7278.JPG,Potato___Early_blight,True,537,71878f360fce9c20bafd7322108aea46932c3bd03d8aac3e97b66eb241ee3e2c,ae93a59247da861e,256,256,RGB,JPEG,19332,0
Potato___Early_blight/8e8ec280-1469-4286-ac93-0d88f393d21c___RS_Early.B 7891.JPG,Potato___Early_blight,True,538,8dea379893fb22a799cfe948c63a47c6310ede6882f9364165b7754b44743fdd,f732a89d954096cb,256,256,RGB,JPEG,22165,2
Potato___Early_blight/8e99bd85-9c90-4d29-ba2c-2110f46cef07___RS_Early.B 8570.JPG,Potato___Early_blight,True,539,41b5c02d9085d5ced2baf96ba4fb4848353fe0de8011e4180c353f18f14eada9,aae2a5ed95a5c81c,256,256,RGB,JPEG,18726,3
Potato___Early_blight/8ee79bf1-78d0-4c93-b42c-301d54e64f41___RS_Early.B 8388.JPG,Potato___Early_blight,True,540,5cc91b338a250438d8cf4673cf483e1ecab0493ed3e38f2e05712cf84811eaa1,be87e43d86601acb,256,256,RGB,JPEG,18437,4
Potato___Early_blight/8f0e2872-e5c6-43b2-97f9-269da00cd400___RS_Early.B 8089.JPG,Potato___Early_blight,True,541,e94a3898f1de044f31ac51d7b3997b9fd13dbae327dd31e777ba4df31ef905e5,ead8b5c22dc99a8c,256,256,RGB,JPEG,20587,4
Potato___Early_blight/8f0e6484-7d27-4ee1-849a-316c6195b139___RS_Early.B 6840.JPG,Potato___Early_blight,True,542,d754d23ed41604052f656c361c5d2e4586d42a0f4577a005117539a3007dd48b,aa5ab521cbcf981c,256,256,RGB,JPEG,23201,1
Potato___Early_blight/8f3f9eed-1a3d-4f0f-adcc-0fe3a832d95f___RS_Early.B 8518.JPG,Potato___Early_blight,True,543,1171b11e330855ff7c89aeec1dd20314599bfdc37998ff378848e5af5813de55,aa688d9a96b5b835,256,256,RGB,JPEG,17147,3
Potato___Early_blight/8f6d9148-ae73-42cc-be78-baca869d1543___RS_Early.B 6805.JPG,Potato___Early_blight,True,544,86320c050fca0ffc001ddcf398ba1f482f7397ca886b60f7eaf256115890a3b4,afe06496f21a835b,256,256,RGB,JPEG,21052,0
Potato___Early_blight/8f78af6a-aec1-4e63-a27b-bada4a56d636___RS_Early.B 7643.JPG,Potato___Early_blight,True,545,e5eb140697fe7cb5ace196c4e078c57fbeacb11a21f84e18b31cfb3f9a267cc2,ecbfa1c086c79e0c,256,256,RGB,JPEG,20788,1
Potato___Early_blight/8f9aef15-0a7e-4b1f-883f-30b8cbc72fe4___RS_Early.B 7898.JPG,Potato___Early_blight,True,546,9accb52200a61bdbf5e89cd21c5a5f598cab0219846e5abdc4ca92481ae8f054,ebd2918a96199a3d,256,256,RGB,JPEG,20272,2
Potato___Early_blight/8fcea4b7-97df-428e-a0ac-635108307e88___RS_Early.B 9229.JPG,Potato___Early_blight,True,547,0cce0f63ef123f1da0b4e44b45f5fffbae820e2d67d1e2b532ef5222a7767901,aacab181db377826,256,256,RGB,JPEG,20157,2
Potato___Early_blight/8ff3274d-02b2-4859-9415-982aa4ec7d8c___RS_Early.B 7465.JPG,Potato___Early_blight,True,548,38fb10d0c6a3c26fb5a00de4e960c4d91f2dd8d1e753698630220704e807f0c1,edb1e8e82543948f,256,256,RGB,JPEG,22898,3
Potato___Early_blight/900514b4-8768-4370-bc53-998e390644db___RS_Early.B 7788.JPG,Potato___Early_blight,True,549,6c6d91fba5d14ab461b77846e2f5278e1fab54e776bb4928baf5461a4500b74b,aa4afda5c4854d9a,256,256,RGB,JPEG,22234,4
Potato___Early_blight/902d81fd-7e78-44b6-b71b-efa61e018c65___RS_Early.B 8100.JPG,Potato___Early_blight,True,550,17427a05bb5b7c6cf7f7dfbdaef355b44755252bf25c85dc1ac2e524aa061892,f52aa2b59652da4a,256,256,RGB,JPEG,18444,0
Potato___Early_blight/904770c5-2c05-43a1-a4d7-bccb5eafe1b7___RS_Early.B 7129.JPG,Potato___Early_blight,True,551,0d9010a0df3217b27ff74aaa0def8f2245aa0fd7348c756b509714eb3c65c0cf,eec2a58d24cd33e4,256,256,RGB,JPEG,20068,1
Potato___Early_blight/904dba96-8ff1-45e2-af16-9c9cc5865c32___RS_Early.B 7349.JPG,Potato___Early_blight,True,552,45310eb9043e24f6ddba26e0c5fa94a5ef8d403df12747068abf048cc886bacd,bbdaa4a986c5918e,256,256,RGB,JPEG,18056,2
Potato___Early_blight/906218cf-65e8-4713-841f-01707a9dd20c___RS_Early.B 7270.JPG,Potato___Early_blight,True,553,065fd9defd6eb749b094b6606e0577b52a39cbdd24cb3a06db3fc3a31437caa6,ead2144f9ea56d90,256,256,RGB,JPEG,19149,3
Potato___Early_blight/906bb6f0-e61b-42f2-83a9-22593dadcedc___RS_Early.B 8564.JPG,Potato___Early_blight,True,554,7498c099690fea0112862a05668a709613a1ee906dd2a8931011411f75eac0f4,ba85c05acb659e63,256,256,RGB,JPEG,19176,4
Potato___Early_blight/907f26c5-5996-41b3-877b-7de6122699a9___RS_Early.B 7758.JPG,Potato___Early_blight,True,555,a693132ba2eb6ac632d601b1143c7943bf2713ea3086422a2448d62d60b94aa8,ae87e5de87014ce1,256,256,RGB,JPEG,20172,0
Potato___Early_blight/90d47c2a-c84e-498c-b30d-f368e75611a7___RS_Early.B 7778.JPG,Potato___Early_blight,True,556,b387839b450e9fb8a7fcecd12ea06f5274d9e56895c4402ea8c90ddd4b9a8fc2,be9ee0b08092cfe3,256,256,RGB,JPEG,21497,1
Potato___Early_blight/90efe2c3-3e9b-4c76-9ab9-b74b2b2ecf36___RS_Early.B 7582.JPG,Potato___Early_blight,True,557,43e469b58d4d3e751f355d0142f8b3e2f2f53f7173828918add95b2ecd5ee2c9,d231290fe5d297d2,256,256,RGB,JPEG,19398,2
Potato___Early_blight/91008080-0b15-41f0-ab72-5b6a3582239d___RS_Early.B 6954.JPG,Potato___Early_blight,True,558,ee4059816027c43017f823cd567980741c02fd51b8b86583df9d54b2749a1d11,b873c7e802979fa0,256,256,RGB,JPEG,20763,3
Potato___Early_blight/911b9166-40ba-4dc8-974e-c916e6866142___RS_Early.B 9089.JPG,Potato___Early_blight,True,559,870552c68fa8b81936243841dfc717799cb1b1c2efde1ed05bc772a07322530e,eee4a9811ddb904b,256,256,RGB,JPEG,21181,4
Potato___Early_blight/9125d133-5b86-4363-8fbe-79c813ac8795___RS_Early.B 6748.JPG,Potato___Early_blight,True,560,fb7815fbfffa97c8f3064262514735a301d69d1f6ccf3e07144a82a347799a47,ae193e70b067c3a6,256,256,RGB,JPEG,22783,0
Potato___Early_blight/9141a8b4-6144-446d-b71d-925bcd432840___RS_Early.B 8648.JPG,Potato___Early_blight,True,561,17f501b81fd69452bdfe7fb97cdce76ec4570cd1cdf066253a3f30ef88658c5f,bbb0a5904a9b8d1f,256,256,RGB,JPEG,17922,3
Potato___Early_blight/91721448-8786-49f6-a66d-d410fe714676___RS_Early.B 7725.JPG,Potato___Early_blight,True,562,b6eb48d2bc0a633a1d395603291a7ac15107c6b5d08abe93259e864541241ae7,a284f4fbd96cc550,256,256,RGB,JPEG,18469,4
Potato___Early_blight/91a21acf-c95a-4ffc-90f2-8c64456f4032___RS_Early.B 7139.JPG,Potato___Early_blight,True,563,97ba1fac8a3fb1a257367e4f83ffe8d6a657239894af2f1831b20dcefc999321,ab5ab760c802cd9f,256,256,RGB,JPEG,19959,1
Potato___Early_blight/91d11576-f040-43ab-8e08-e7ef4926707a___RS_Early.B 8054.JPG,Potato___Early_blight,True,564,69b559360d98c052d04aef5ce7495286e3871c41bbf3881b27e91dfbda5215a0,aaa5ff92e80dc03c,256,256,RGB,JPEG,17521,0
Potato___Early_blight/92757a8e-b68a-45b3-9d70-0281c8ea90ca___RS_Early.B 7199.JPG,Potato___Early_blight,True,565,0b90c0d2019eb59f82c26722485605712c9cc5f20338149d4409843e66416345,fa64a507e54ec61c,256,256,RGB,JPEG,19526,1
Potato___Early_blight/92a30efc-6b2f-4e17-8688-e477e5d39bd9___RS_Early.B 7343.JPG,Potato___Early_blight,True,566,27f47f3134fd49ff1f5e41371f4edd6aed74971bf27946db3f0d27483aa2e730,ba9fe5b01c438d62,256,256,RGB,JPEG,18809,2
Potato___Early_blight/93701beb-c734-41ea-a5ef-9e5ca4728dfc___RS_Early.B 6885.JPG,Potato___Early_blight,True,567,da3faf5c26c833fa7f145725521acc74ef0d6d4d8b46aef74d9abfce94cfbf7c,bfe12ac17097e01b,256,256,RGB,JPEG,21482,3
Potato___Early_blight/93992994-fcb0-4d3e-b528-e6fd9fd1b317___RS_Early.B 6686.JPG,Potato___Early_blight,True,568,60c8a20b6ddd281df4e4032a0ae15c39de69a6e9dd3ed553ac1c7b39a99a0870,899c64ca3a87b33e,256,256,RGB,JPEG,21935,4
Potato___Early_blight/93c3dfcc-de7c-4ae9-9d18-4042f53e3d1f___RS_Early.B 7872.JPG,Potato___Early_blight,True,569,c8d34559f1a4d9d51311b08507f7b7914176f8505bb485dd20ec282108e23dba,efc9b0a385878a74,256,256,RGB,JPEG,20848,0
Potato___Early_blight/93c6b48d-cde9-4e8b-bbfb-1a9c06234419___RS_Early.B 7000.JPG,Potato___Early_blight,True,570,fcce005b2b3bc6b5135a412fd9018674933a7e0fdbca692a4d209f4c3841e49f,bfc2a48f948d92cc,256,256,RGB,JPEG,19770,1
Potato___Early_blight/93eaec77-3e91-415a-a029-c054a42c18aa___RS_Early.B 8296.JPG,Potato___Early_blight,True,571,f444deb5911a8906cdb94983c350c542ac48f2a9696d9b0341babf9c1bc17cc5,eb68a44dc72f8c2c,256,256,RGB,JPEG,15141,3
Potato___Early_blight/945f4d4b-5e0a-4cc0-8b7c-d82854730b9d___RS_Early.B 7836.JPG,Potato___Early_blight,True,572,1964c46ba45b4cef46e5c5d6a51ee44b34008db1a4245985fd7e45e7761c2dbf,ffc1a8ca978898b1,256,256,RGB,JPEG,19538,2
Potato___Early_blight/94eb2aa6-7f9e-4a5a-b519-2106984e9a7d___RS_Early.B 8770.JPG,Potato___Early_blight,True,573,75b1ab8844f2229a3e23beba734ad9ff041c2b7fe21cd037b34c657408cebed8,ba85b49fe09a83d8,256,256,RGB,JPEG,17250,4
Potato___Early_blight/9541d815-f209-4f13-892e-ca4e97ae5d8e___RS_Early.B 8981.JPG,Potato___Early_blight,True,574,e48335c7e57b7164fae689725b1a0b14ced7efbdad26ae69774a4f7f2bcbc353,df4e682f15b0d2d0,256,256,RGB,JPEG,21359,2
Potato___Early_blight/95a4df95-bec8-4c93-bb07-48b0118f99be___RS_Early.B 7740.JPG,Potato___Early_blight,True,575,24713d1220cc95f3438ab66224fd0e0ea3e53899362282bf8b348b5a66ed5bec,f58ae03497f09a53,256,256,RGB,JPEG,20332,0
